1.0	0.0	0.0	0.0
0.0	0.999977	2.3e-05	0.0
1.0	0.0	0.0	0.0
0.0	0.046144	0.953856	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.999995	0.0	5e-06	0.0
0.000112	0.968746	0.031139	4e-06
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.999998	2e-06	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.00075	0.0	0.99925
0.0	1.0	0.0	0.0
0.001642	0.0	0.998358	0.0
0.0	1.0	0.0	0.0
4e-06	0.999918	7.7e-05	0.0
1.0	0.0	0.0	0.0
0.0	0.140478	0.859522	0.0
0.005897	0.981767	0.012048	0.000288
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
9.2e-05	0.999907	0.0	0.0
0.0	0.0	1.0	0.0
9e-05	0.0	0.99991	0.0
1e-06	0.99978	0.000218	1e-06
0.965776	0.034187	3.8e-05	0.0
0.955227	0.0	0.044773	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.999996	2e-06	2e-06
0.0	1.0	0.0	0.0
0.999999	0.0	1e-06	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.999998	1e-06	0.0
0.828099	0.0	0.171901	0.0
0.0	0.0	1.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.999998	1e-06	0.0	1e-06
0.0	0.0	1.0	0.0
1e-06	0.0	0.0	0.999999
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.006014	0.0	0.993986	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.999998	0.0	2e-06	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.999969	3e-05	0.0
3.2e-05	0.0	0.999968	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.999998	0.0	2e-06	0.0
0.005757	0.034627	0.95417	0.005446
0.999999	0.0	1e-06	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.433775	0.0	0.566225	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.000158	0.205021	0.794807	1.4e-05
0.0	0.0	0.0	1.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.495132	0.0	0.504868	0.0
1.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	0.0	1.0
2e-06	0.996275	0.002651	0.001073
1.0	0.0	0.0	0.0
0.999964	0.0	4e-06	3.2e-05
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.999745	0.000255	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
4e-06	0.684255	0.003928	0.311813
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	0.999957	4.2e-05	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
0.999999	0.0	1e-06	0.0
1.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0
0.999998	0.0	2e-06	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
1e-06	0.999985	0.0	1.4e-05
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	0.0	1.0
0.999994	0.0	6e-06	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0
0.999893	0.0	0.000107	0.0
0.0	0.0	1e-06	0.999999
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.999998	0.0	2e-06	0.0
0.0	1.0	0.0	0.0
0.0	0.0	6.8e-05	0.999932
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
0.00016	0.0	0.99984	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.999985	0.0	1.5e-05	0.0
0.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.999828	0.000141	3.1e-05
0.003382	0.000884	0.995734	0.0
2.9e-05	0.0	0.999971	0.0
1.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0
0.0	0.0	1.0	0.0
0.999997	0.0	3e-06	0.0
0.0	0.999996	4e-06	0.0
0.0	0.94901	0.05099	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.0	0.999999	1e-06	0.0
0.0	1.0	0.0	0.0
1.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0
0.003683	0.236498	0.746701	0.013117
1e-06	0.0	1.3e-05	0.999986
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
1.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	1.0	0.0	0.0
1e-06	0.241266	0.758734	0.0
0.999999	0.0	1e-06	0.0
